V160001	V160001_orig	age	female	education	leftright	politicalinterest	politicalparticipation	TIPI_extraversion	TIPI_agreeableness	TIPI_conscientiousness	TIPI_emotionalstability	TIPI_openness	V161069	V161072	V161075	V161078	V161098	V161101	V161104	V161106	party_id	V161069_clean	V161072_clean	V161075_clean	V161078_clean	V161098_clean	V161101_clean	V161104_clean	V161106_clean
2897	402270	54.0	0.0	3	6.0	3.0	0.5	6.0	5.0	6.5	2.0	6.5		Liar, Corrupt Politician	Leader, Businessman			Socialist Values	Constitution	Rhino's	2.0		liar, corrupt politician	leader, businessman			socialist values	constitution	rhino's
2898	402271	71.0	0.0	3	1.0		0.0						UNITY	Difficult to see after election.		disisive	Friend of sinners like Jesus	Too many poor people	inconsistently consistent.	No unity.	0.0	unity	difficult to see after election. 		disisive	friend of sinners like jesus	too many poor people	inconsistently consistent. 	no unity. 
2899	402282	57.0	1.0	1	0.0	2.0	0.0	4.5	6.5	7.0	2.0	7.0	connection with reality		motives are for self gratification		the connection with the majority of who makes up this nation			their feelings favoring the rich	0.0	connection with reality		motives are for self gratification		the connection with the majority of who makes up this nation			their feelings favoring the rich
2900	402284	41.0	1.0	2	6.0	2.0	0.0	1.0	7.0	7.0	1.0	5.5		Dishonesty, Benghazi, Emails, Foreign Contributions	Not a career politician,views on immigration & terroism			Favor foreigners over Americans, very liberal views.	conservative views and backing the American people		2.0		dishonesty, benghazi, emails, foreign contributions	not a career politician,views on immigration & terroism			favor foreigners over americans, very liberal views. 	conservative views and backing the american people	
2901	402286	32.0	0.0	3	4.0	2.0	0.0	2.5	6.5	6.0	1.5	5.5		Lying, untrusting	His ability to speak his mind	His ability to speak his mind					1.0		lying, untrusting	his ability to speak his mind	his ability to speak his mind				
2902	402289	38.0	1.0	3	0.0	1.0	0.0	4.0	5.0	4.5	4.0	4.0	Strong Leadership Skills;			His immaturity and inability to expand outside of his world	The way they are willing to defend and support other people	Always protesting something. Not selective of their battles	Conservative	Do not execute; always looking for a reason not to do	0.0	strong leadership skills;			his immaturity and inability to expand outside of his world	the way they are willing to defend and support other people	always protesting something.  not selective of their battles	conservative	do not execute; always looking for a reason not to do
2903	402290	24.0	0.0	1	4.0	2.0	0.0	3.5	6.0	4.5	4.5	3.5		Dishonest, deceptive, Traitor, Control freak, should I go on	A back ground managing business may help the economy grow.	He's rude and crude and not tactful.	They support accesbility to health care for everyone.	Stands on Gun Control, Liberlaizing lifestyles, welfare tact	They support conservative values, middle class working peopl	They do not want all Americans on a level playing grou!d	1.0		dishonest, deceptive, traitor, control freak, should i go on	a back ground managing business may help the economy grow. 	he's rude and crude and not tactful. 	they support accesbility to health care for everyone. 	stands on gun control, liberlaizing lifestyles, welfare tact	they support conservative values, middle class working peopl	they do not want all americans on a level playing grou!d
2904	402296	64.0	1.0	2	6.0	2.0	0.0	6.0	7.0	7.0	3.0	6.5		Benghazi	He wants to take America back	kinda off the wall.	interves too much into lives	favor higher taxes	More in line to who I am	Not everyone is who I approve of	2.0		benghazi	he wants to take america back	kinda off the wall. 	interves too much into lives	favor higher taxes	more in line to who i am	not everyone is who i approve of
2905	402298	61.0	1.0	3	0.0		0.0						Her intelligence and values			His stupdity, immorality and incompetence	concern for those in need, infrastructure, environment,			basis in greed	0.0	her intelligence and values			his stupdity, immorality and incompetence	concern for those in need, infrastructure, environment,			basis in greed
2906	402301	47.0	1.0	2	6.0	2.0	0.0	3.5	5.5	2.0	2.0	2.0							conservatism	infighting between its leaders	2.0							conservatism	infighting between its leaders
2907	402303	36.0	0.0	1	4.0	2.0	0.0	5.0	5.0	5.0	3.0	4.0		Crook	Change						1.0		crook	change					
2908	402305	45.0	0.0	2	6.0		0.0							She is a liar, she left our boys to die in Bengazi and has f	His strength on the economy, immigration, and security				Strong on security and national relations	They are not all supportive	2.0		she is a liar, she left our boys to die in bengazi and has f	his strength on the economy, immigration, and security				strong on security and national relations	they are not all supportive
2909	402308	60.0	0.0	2	6.0	2.0	0.0	3.5	5.0	7.0	3.5	4.5		Health care	hopefully straighten out the economy			health care, economy, military			2.0		health care	hopefully straighten out the economy			health care, economy, military		
2910	402309	63.0	0.0	1	1.0	2.0	0.0	6.0	7.0	6.0	2.0	5.0		She's dishonest	not a politician or politically correct	too flamboint he has a big mouth	idea of a healthcare system, not the one they put through	dishonest pratices	stands up for what they believe	high spending	0.0		she's dishonest	not a politician or politically correct	too flamboint he has a big mouth	idea of a healthcare system, not the one they put through	dishonest pratices	stands up for what they believe	high spending
2911	402310	60.0	0.0	2	1.0	2.0	0.0	5.5	6.0	6.0	2.0	5.5				He lies, he is a fraud.He is a Dictator.		They are spineless, Castrated, no guts		The Republicans are Crooks, ubstructionist	0.0				he lies, he is a fraud. he is a dictator. 		they are spineless, castrated, no guts		the republicans are crooks, ubstructionist
2912	402312	63.0	0.0	3	4.0	3.0	0.0	3.0	6.5	7.0	3.5	3.0		not truthful, trustworthy	not career  politician	He is a reactionary, doesn't think through things		Tax and spend - more big government orientation	Proponents of lower taxes and less regulation	Presidential Nominee	1.0		not truthful, trustworthy	not career  politician	he is a reactionary, doesn't think through things		tax and spend - more big government orientation	proponents of lower taxes and less regulation	presidential nominee
2913	402313	86.0	0.0	2	3.0	2.0	0.0	5.5	6.0	4.5	2.0	6.0	most qualified			He's a loose cannon.  Not qualified. Ego driven	More attune to marginalized citizens needs.	Unwillingness to work with other party.	tend to be more conservative financially, smaller government	Unwiling to bipartisan. The tea party is ridiculously inflex	1.0	most qualified			he's a loose cannon.   not qualified.  ego driven	more attune to marginalized citizens needs. 	unwillingness to work with other party. 	tend to be more conservative financially, smaller government	unwiling to bipartisan.  the tea party is ridiculously inflex
2914	402315	59.0	1.0	3	0.0	2.0	0.0	2.5	6.0	6.0	4.0	5.0	Smart, experienced,dedicated			Everything about him	Fairness, concern for all people	Should have a better presidential candidate		Favor the wealthy, impose their morality on others	0.0	smart, experienced,dedicated			everything about him	fairness, concern for all people	should have a better presidential candidate		favor the wealthy, impose their morality on others
2915	402316	40.0	1.0	3	2.0	2.0	0.0	5.0	6.5	7.0	3.5	3.5	most qualified candidate			everything	gun control, focus on middle class			don't want gun control; want tax breaks for rich	1.0	most qualified candidate			everything	gun control, focus on middle class			don't want gun control; want tax breaks for rich
2916	402318	40.0	1.0	2	0.0	0.0	0.0	5.0	3.5	5.5	3.0	5.5	More experience in government affairs			He speaks without thinking. He feels he can accomplish every	They have direction and unity			They have no unity, struggling to find themselves	0.0	more experience in government affairs			he speaks without thinking.  he feels he can accomplish every	they have direction and unity			they have no unity, struggling to find themselves
2917	402320		1.0	1		0.0	0.0	4.5	4.5	5.0	3.5	5.0																	
2918	402321	42.0	1.0	3	2.0	0.0	0.0	4.0	4.5	7.0	7.0	4.0	her experience with politics	rumors, media		his views seem extreme				the majority of them seem to come from money and focus on $	1.0	her experience with politics	rumors, media		his views seem extreme				the majority of them seem to come from money and focus on $
2919	402325	30.0	1.0	2	6.0	1.0	0.0	4.0	6.0	6.5	1.5	5.5	Equal pay for women	lack of immigration control and because she lies.	Immigration control		wanting equal pay for women	lack of border control; strict gun rights	border protection		2.0	equal pay for women	lack of immigration control and because she lies. 	immigration control		wanting equal pay for women	lack of border control; strict gun rights	border protection	
2920	402327	63.0	1.0	3	2.0	2.0	0.5	3.0	6.0	6.0	2.0	3.5	experience/professionalism	political ambition that clouds her judgement at times		mentally unbalanced and egotism	inclusiveness, workers' rights, the environment	somewhat weak on law and order	pro-life stance	lack of concern for working poor	1.0	experience/professionalism	political ambition that clouds her judgement at times		mentally unbalanced and egotism	inclusiveness, workers' rights, the environment	somewhat weak on law and order	pro-life stance	lack of concern for working poor
2921	402329	51.0	0.0	1	3.0	0.0	0.0	5.0	4.0	4.5	5.5	2.5									1.0								
2922	402330	69.0	0.0	1	6.0		0.0						Because she would be the first woman	think she weak		His aduttied			Their strong in walfers	their strong	2.0	because she would be the first woman	think she weak		his aduttied			their strong in walfers	their strong
2923	402331	26.0	0.0	2	0.0	2.0	0.0	4.0	5.0	6.0	2.0	5.5	She has some of the same beliefs as President Obama.			His disprespect towards other ethnicitiys.				If it dosent concern some form of currency, they dont care.	0.0	she has some of the same beliefs as president obama. 			his disprespect towards other ethnicitiys. 				if it dosent concern some form of currency, they dont care. 
2924	402334	39.0	1.0	2	6.0	2.0	0.0	5.0	5.0	6.0	2.5	3.5		she's a liar and a killer.. benghazi	he wants to make big changes	he is arrogant	too far left. do what you feel				2.0		she's a liar and a killer. .  benghazi	he wants to make big changes	he is arrogant	too far left.  do what you feel			
2925	402338	31.0	1.0	3	3.0	2.0	0.0	5.5	3.5	4.0	5.0	3.5									1.0								
2926	402340	27.0	1.0	3	2.0		0.0						She has political experience and does alot for women.	Untrustworthy with important information		Everything. I don't know how he has made it this far.	Open to new ideas about tackling problems			Stuck in their ways about how issues should be handled	1.0	she has political experience and does alot for women. 	untrustworthy with important information		everything.  i don't know how he has made it this far. 	open to new ideas about tackling problems			stuck in their ways about how issues should be handled
2927	402342	33.0	1.0	1	3.0	2.0	0.0	3.0	6.0	7.0	4.0	4.5		She's a lier		I don't like him he seems evil				Idk	1.0		she's a lier		i don't like him he seems evil				idk
2928	402343	28.0	0.0	3	6.0	3.0	0.0	6.0	4.0	5.5	4.0	3.5		She's a damned liar...and murderer...for instance Benghazi	He's strongly conservative and has great economical ideas				Everything!		2.0		she's a damned liar. . . and murderer. . . for instance benghazi	he's strongly conservative and has great economical ideas				everything!	
2929	402345	76.0	1.0	2	6.0	3.0	0.5	4.0	7.0	7.0	1.5	4.5		Not trustworthy - too liberal	Cares for the country and Americans	Make America great again		Lack common sense - too liberal - pretend to care about us	Try to follow the Constitution & laws	Not firm and strong enough to hold their grounds	2.0		not trustworthy - too liberal	cares for the country and americans	make america great again		lack common sense - too liberal - pretend to care about us	try to follow the constitution & laws	not firm and strong enough to hold their grounds
2930	402350	42.0	0.0	2	3.0	1.0	0.0	4.0	4.0	5.0	4.0	4.0		DISHONESTY	HONESTY AND NO NONSENSE APPROACH						1.0		dishonesty	honesty and no nonsense approach					
2931	402358	32.0	0.0	3	3.0	1.0	0.0	5.5	6.0	5.5	1.5	4.0		Lied the whole time shes been in office	Hillary should be in prison.						1.0		lied the whole time shes been in office	hillary should be in prison. 					
2932	402359	43.0	1.0	2	5.0	2.0	0.0	5.5	6.0	6.0	4.0	6.0		Follower of Obama		Some rude tactful comments		Health care stinks			2.0		follower of obama		some rude tactful comments		health care stinks		
2933	402360	32.0	0.0	3	1.0	2.0	0.0	4.5	3.5	5.5	4.0	4.5				He's not a politician	Collective bargaining	Anti gun	Fiscally conservative		0.0				he's not a politician	collective bargaining	anti gun	fiscally conservative	
2934	402365	58.0	0.0	1	6.0	2.0	0.0	3.0	6.5	6.0	2.0	4.5		Her liberal stance in politics	He has the strength to stand against political pressure	His remarks that he made in locker room talk		To liberal	Tend to be more conservative		2.0		her liberal stance in politics	he has the strength to stand against political pressure	his remarks that he made in locker room talk		to liberal	tend to be more conservative	
2935	402366	39.0	1.0	3	0.0		0.0						She strong on major pionts			He is not agood roll model for presidenr					0.0	she strong on major pionts			he is not agood roll model for presidenr				
